Feature1,Feature2,Feature3,Target
37.454011884736246,138.23578503059392,29.027798035896048,78.01454766937823
95.07143064099162,131.01961154527993,40.46618413569933,98.8143172888428
73.1993941811405,454.06474445530796,38.247885559717794,256.4989314271578
59.86584841970366,132.277637926258,8.54109532999491,97.9483800172289
15.601864044243651,143.25536580302918,8.313224017332221,74.77394073172358
15.599452033620265,382.10514858480224,14.140544019500753,203.23474363722133
5.8083612168199465,230.37252280076459,18.692661590710824,108.45754151927599
86.61761457749351,390.5881729080388,21.01432348901565,229.30200737715884
60.11150117432088,42.02941720654877,34.30516362483392,48.979347964466626
70.80725777960456,248.9098848999583,3.777341176125935,155.61265055317742
2.0584494295802447,26.47066408980849,2.698962507077253,16.78163177958708
96.99098521619943,40.700069693123716,20.203617584251543,54.462985946816126
83.24426408004217,454.15435213876134,35.16102091476104,271.4266095055864
21.233911067827616,78.23023184762162,10.478331804867645,50.94785308279974
18.182496720710063,270.8861343148564,32.43371958155633,150.5157164910872
18.34045098534338,211.4368452743462,13.731578759074674,108.42998324439563
30.42422429595377,180.19822986683292,44.4182193318623,98.72946974507386
52.475643163223786,450.91833938676353,44.88880726906421,249.1401317582036
43.194501864211574,20.693464419989855,15.567073009784998,40.824758550688315
29.122914019804192,335.2569462260387,12.269693944198785,180.69621561534728
61.18528947223795,482.0632727646397,21.153894631245333,261.1441521885792
13.949386065204184,284.48240989630256,12.786047673827287,149.8023705907342
29.214464853521815,469.043006396215,33.94680832129348,244.44947157701222
36.63618432936917,35.606360850151646,41.477169542865994,39.8672094329515
45.606998421703594,215.2087263463391,33.98151441464963,111.97808987380756
78.51759613930136,137.47731757140508,41.393171915218126,109.02453605056952
19.967378215835975,368.1022728405576,20.452615948166233,190.7378925303057
51.42344384136116,490.8355743436509,8.659531564734182,273.15067653319875
59.24145688620425,135.69973059768142,37.15959642248202,77.35892033705267
4.645041271999773,330.5455547222965,18.66325075193614,178.0628381219934
60.75448519014384,107.06784005227266,33.89227043622749,82.66564826465334
17.052412368729154,287.01182474008885,14.261553157106517,159.4900887254241
6.505159298527952,237.32691847728475,4.980252105526961,115.86027247873793
94.88855372533332,486.28261151945316,49.636507978900404,273.90855334148523
96.56320330745594,308.1783636212686,8.653873888599364,170.7390134590456
80.83973481164611,181.2581223225412,49.43262870421057,114.07920520600841
30.46137691733707,65.90693459508735,48.886716695755915,59.4304573725945
9.767211400638388,84.11094608011793,39.897087091493944,58.447904022691084
68.42330265121569,120.4052956761052,33.311725142017885,84.56480100252585
44.01524937396013,132.97366405674603,29.31254546230315,77.51683414292621
12.203823484477883,426.80186834215755,43.4389757235139,229.45193338286785
49.51769101112702,284.9991662584372,15.18253655935491,162.93619027936487
3.4388521115218396,266.46154657343953,23.916379411758975,114.93988431231585
90.9320402078782,66.23674721591655,31.350108498958594,69.4209034978977
25.87799816000169,431.46844974122314,21.148333317605065,229.75960928048127
66.2522284353982,364.17900857215704,21.946836250423132,218.4441496512553
31.171107608941096,43.157497331000776,17.183948707602134,27.563858343117055
52.00680211778108,356.83919764258667,28.647359017542264,168.96602669937886
54.67102793432797,276.3337264978966,42.678151872740685,162.63127996878075
18.485445552552704,50.045419415921344,10.874890522309329,41.075788354255856
96.95846277645586,234.56731434904165,46.78721889891863,129.29358552971215
77.51328233611146,247.50118069372303,34.76529503366326,140.7817779697352
93.9498941564189,91.22952468000511,41.34038742132148,103.08639403619391
89.48273504276489,473.3920920301383,28.25334393887057,261.97656663241577
59.78999788110851,426.48793202552434,39.196318369779114,243.89740228419387
92.18742350231169,337.82094529126306,1.7938194696338932,190.77675694234506
8.84925020519195,236.52482489029754,41.10064081419723,106.78045985992009
19.59828624191452,211.76511537640917,2.9668040951829595,117.1184602006384
4.522728891053807,328.97699890396757,44.60575544178026,169.16047422918734
32.53303307632643,277.26161600938366,49.60617461469352,150.7749757452691
38.8677289689482,40.51382188212395,15.409305646662112,37.25127450831563
27.134903177389592,261.12629789746256,11.305609258003889,148.2520915207733
82.87375091519293,405.13777244409135,38.502804829043995,229.37755375405393
35.67533266935893,235.02754002250944,13.398290705092409,123.78803221013644
28.093450968738075,35.45872300159152,43.41255677543797,37.58376953814985
